bpm,166.0
offset,131
0;97,2,4;3
0;98,0,4;0
0;98,3,4;0
0;99,2,4;0
0;100,2,4;2
0;101,0,4;0
0;101,2,4;3
0;102,0,4;1
0;102,3,4;1
0;103,2,4;1
0;104,2,4;3
0;105,0,4;1
0;105,2,4;2
0;106,0,4;0
0;106,2,4;1
0;107,0,4;2
0;108,0,4;3
0;108,2,4;2
0;109,0,4;1
0;109,2,4;1
0;110,2,4;0
0;111,0,4;2
0;111,2,4;1
0;112,0,4;3
1;113,0,4;114,0,4;0
0;114,0,4;3
0;115,2,4;1
0;116,0,4;1
1;117,0,4;117,2,4;3
0;117,2,4;0
0;118,2,4;0
0;119,2,4;2
0;120,0,4;2
1;121,0,4;121,2,4;3
0;122,0,4;0
0;123,2,4;2
0;124,0,4;2
1;125,0,4;125,2,4;0
0;126,0,4;2
0;127,0,4;1
1;128,0,4;129,0,4;3
1;129,0,4;129,2,4;0
0;130,0,4;2
0;131,0,4;0
1;131,0,4;131,2,4;3
0;132,0,4;1
1;133,0,4;133,2,4;0
0;133,0,4;3
0;134,0,4;2
0;135,0,4;0
1;135,0,4;135,2,4;3
0;136,0,4;1
1;137,0,4;137,2,4;0
0;137,0,4;3
0;138,0,4;1
0;138,0,4;2
0;139,0,4;0
1;139,0,4;139,2,4;2
0;140,0,4;1
1;141,0,4;141,2,4;1
0;141,0,4;3
0;142,0,4;2
0;143,0,4;0
1;143,0,4;143,2,4;2
0;144,0,4;1
1;145,0,4;145,2,4;1
0;145,0,4;3
0;146,0,4;1
0;146,0,4;2
0;147,2,4;0
0;147,2,4;2
0;148,0,4;0
0;148,0,4;2
0;149,2,4;0
0;149,2,4;3
0;150,2,4;0
0;150,2,4;3
0;151,2,4;1
0;151,2,4;3
0;152,0,4;1
0;152,0,4;3
0;153,0,4;2
0;153,2,4;1
0;154,0,4;0
0;154,0,4;3
0;155,0,4;1
0;155,0,4;3
0;156,0,4;0
0;156,0,4;2
0;157,0,4;1
1;157,2,4;158,0,4;1
0;158,2,4;3
0;159,0,4;0
0;159,2,4;2
0;160,0,4;1
0;161,0,4;1
0;161,2,4;2
0;162,0,4;0
0;162,0,4;3
0;163,0,4;0
0;163,0,4;2
0;164,0,4;1
0;164,0,4;3
0;165,0,4;2
1;165,2,4;166,0,4;2
0;166,2,4;0
0;167,0,4;3
0;167,2,4;1
0;168,0,4;2
0;168,0,4;3
0;169,0,4;0
0;169,0,4;1
0;170,0,4;0
0;170,0,4;2
0;171,0,288;1
0;171,0,288;3
0;172,0,288;2
0;172,0,4;3
0;173,0,288;0
1;173,2,4;174,0,4;0
0;174,144,288;3
0;175,0,288;1
0;175,144,288;2
0;176,0,288;0
0;177,0,288;0
0;177,144,288;2
0;178,0,288;1
0;178,0,4;3
0;179,0,288;0
0;179,0,288;2
0;180,0,4;0
0;180,0,288;1
0;181,0,288;3
1;181,2,4;182,0,4;3
0;182,2,4;0
0;183,2,4;1
0;184,0,4;3
0;185,0,4;2
0;186,0,4;0
0;186,0,4;3
0;187,2,4;0
0;188,0,4;1
0;188,2,4;3
0;189,0,4;2
0;189,2,4;1
1;190,0,4;190,2,4;3
0;191,2,4;1
0;192,0,4;0
0;192,2,4;2
0;193,0,4;1
0;193,2,4;3
1;194,0,4;194,2,4;0
1;195,0,4;195,2,4;3
0;196,0,4;1
0;196,2,4;3
0;197,0,4;0
0;197,2,4;2
0;198,0,4;0
0;198,2,4;3
0;199,0,4;1
0;199,2,4;2
0;200,0,4;0
0;200,2,4;3
0;201,0,4;1
0;201,2,4;2
1;202,0,4;202,2,4;3
0;203,2,4;3
0;204,0,4;2
0;204,2,4;0
0;205,0,4;1
0;205,2,4;2
1;206,0,4;206,2,4;0
0;207,2,4;2
0;208,0,4;3
0;208,2,4;1
0;209,0,4;2
0;209,2,4;0
0;210,0,4;3
0;210,2,4;2
0;211,0,4;0
0;211,2,4;1
0;212,0,4;2
0;212,2,4;3
0;213,0,4;1
1;213,2,4;214,2,4;0
0;213,2,4;3
0;214,2,4;2
0;215,2,4;1
1;216,0,4;217,0,4;3
1;218,0,4;222,0,4;0
0;218,0,4;3
0;219,0,4;2
0;220,0,4;1
0;221,0,4;2
1;222,0,4;224,0,4;3
0;223,0,4;1
1;224,0,4;226,0,4;0
0;225,0,4;2
1;226,0,4;233,0,4;3
0;227,0,4;0
0;228,0,4;1
1;229,0,4;233,0,4;2
1;234,0,4;235,0,4;0
0;234,0,4;3
0;235,0,4;2
1;236,0,4;237,0,4;1
0;237,0,4;3
1;238,0,4;239,0,4;2
0;239,0,4;0
1;240,0,4;241,0,4;3
0;241,0,4;1
1;242,0,4;243,0,4;1
0;242,0,4;2
0;243,0,4;3
1;244,0,4;245,0,4;2
0;245,0,4;0
0;246,0,4;1
0;246,3,4;1
0;247,2,4;1
